depth_top (m),depth_bott (m),depth_mid (m),ageGICC05ext_top (yr BP),ageGICC05ext_bott (yr BP),ageGICC05_mid (yr BP),NH4source (ng/m3),NH4source+1sigma (ng/m3),NH4source-1sigma (ng/m3),NH4 atm. residence time (days),Nasource (ng/m3),Nasource+1sigma (ng/m3),Nasource-1sigma (ng/m3),Na atm. residence time (days),Casource (ng/m3),Casource+1sigma (ng/m3),Casource-1sigma (ng/m3),Ca atm. residence time (days)
1542.5755,1542.7095,1542.6425,18684.9918,18694.9809,18689.9864,16.711,27.151,6.272,17.78,156.65,267.12,46.18,6.27,194.58,312.94,76.22,14.31
1542.7095,1542.8435,1542.7765,18694.9809,18704.9700,18699.9755,22.335,36.286,8.3837,17.76,202.92,346.10,59.74,6.26,242.81,390.56,95.06,14.30
1542.8435,1542.9780,1542.9108,18704.9700,18714.9964,18709.9832,19.493,31.669,7.3157,17.72,104.29,177.96,30.61,6.24,140.98,226.83,55.13,14.29
1542.9780,1543.1125,1543.0453,18714.9964,18725.0227,18720.0095,17.957,29.177,6.7374,17.68,133.10,227.26,38.94,6.23,185.27,298.17,72.37,14.28
1543.1125,1543.2470,1543.1798,18725.0227,18735.0463,18730.0345,14.902,24.215,5.5882,17.64,104.42,178.41,30.43,6.21,152.88,246.12,59.64,14.26
1543.2470,1543.3850,1543.3160,18735.0463,18745.0273,18740.0368,16.099,26.166,6.0327,17.60,104.16,178.11,30.21,6.20,156.73,252.40,61.06,14.25
1543.3850,1543.5260,1543.4555,18745.0273,18755.0255,18750.0264,22.078,35.892,8.2647,17.56,134.41,230.05,38.77,6.18,220.61,355.41,85.81,14.24
1543.5260,1543.6670,1543.5965,18755.0255,18765.0236,18760.0245,16.746,27.225,6.267,17.56,93.67,160.33,27.00,6.18,165.36,266.41,64.31,14.24
1543.6670,1543.8075,1543.7373,18765.0236,18774.9913,18770.0075,13.925,22.635,5.2137,17.60,112.56,192.55,32.58,6.20,178.01,286.70,69.32,14.25
1543.8075,1543.9460,1543.8768,18774.9913,18784.9818,18779.9865,15.783,25.655,5.9109,17.62,107.87,184.46,31.29,6.21,178.57,287.55,69.59,14.26
1543.9460,1544.0835,1544.0148,18784.9818,18794.9818,18789.9818,16.551,26.904,6.1982,17.64,138.50,236.80,40.20,6.21,145.51,234.30,56.72,14.26
1544.0835,1544.2215,1544.1525,18794.9818,18805.0182,18800.0000,13.919,22.626,5.2125,17.66,145.97,249.51,42.42,6.22,164.17,264.32,64.02,14.27
1544.2215,1544.3580,1544.2898,18805.0182,18814.9586,18809.9884,15.359,24.966,5.752,17.68,104.51,178.60,30.43,6.23,167.41,269.49,65.33,14.28
1544.3580,1544.4895,1544.4238,18814.9586,18824.9973,18819.9779,20.085,32.648,7.521,17.70,130.02,222.14,37.89,6.24,200.18,322.21,78.15,14.28
1544.4895,1544.6175,1544.5535,18824.9973,18835.0045,18830.0009,19.913,32.37,7.4547,17.72,130.59,223.11,38.07,6.24,213.32,343.34,83.30,14.29
1544.6175,1544.7455,1544.6815,18835.0045,18845.0118,18840.0082,11.14,18.109,4.1719,17.76,179.24,306.04,52.44,6.26,138.79,223.31,54.27,14.30
1544.7455,1544.8735,1544.8095,18845.0118,18855.0191,18850.0155,16.586,26.955,6.2162,17.85,173.31,295.54,51.08,6.29,247.93,398.68,97.18,14.33
1544.8735,1545.0015,1544.9375,18855.0191,18865.0264,18860.0227,9.9519,16.172,3.7316,17.91,154.65,263.48,45.81,6.31,241.88,388.79,94.97,14.34
1545.0015,1545.1295,1545.0655,18865.0264,18875.0336,18870.0300,16.469,26.762,6.1761,17.95,131.49,223.91,39.06,6.33,190.85,306.69,75.01,14.36
1545.1295,1545.2570,1545.1933,18875.0336,18885.0018,18880.0177,10.531,17.11,3.9516,18.01,136.71,232.58,40.84,6.35,194.72,312.77,76.67,14.37
1545.2570,1545.3845,1545.3208,18885.0018,18894.9700,18889.9859,16.219,26.346,6.0928,18.10,122.82,208.65,36.98,6.39,204.16,327.73,80.59,14.40
1545.3845,1545.5125,1545.4485,18894.9700,18904.9773,18899.9736,17.591,28.571,6.6117,18.15,163.65,277.79,49.50,6.41,206.22,330.91,81.53,14.41
1545.5125,1545.6405,1545.5765,18904.9773,18914.9845,18909.9809,14.376,23.349,5.4034,18.18,116.14,197.08,35.19,6.42,178.43,286.27,70.59,14.42
1545.6405,1545.7685,1545.7045,18914.9845,18924.9918,18919.9882,12.274,19.934,4.6141,18.19,216.52,367.34,65.70,6.42,241.09,386.76,95.42,14.43
1545.7685,1545.8965,1545.8325,18924.9918,18934.9991,18929.9955,10.829,17.587,4.0723,18.19,111.81,189.67,33.95,6.42,152.73,245.01,60.46,14.43
1545.8965,1546.0235,1545.9600,18934.9991,18944.9474,18939.9732,13.753,22.333,5.1732,18.19,138.54,235.00,42.09,6.42,176.55,283.21,69.89,14.43
1546.0235,1546.1475,1546.0855,18944.9474,18954.9773,18949.9623,14.894,24.184,5.6035,18.17,89.87,152.44,27.29,6.42,160.51,257.50,63.53,14.42
1546.1475,1546.2700,1546.2088,18954.9773,18965.0000,18959.9886,16.876,27.401,6.3513,18.16,151.96,257.77,46.15,6.41,193.87,311.02,76.72,14.42
1546.2700,1546.3925,1546.3313,18965.0000,18975.0227,18970.0114,13.928,22.613,5.2438,18.15,117.13,198.68,35.58,6.41,174.91,280.61,69.21,14.41
1546.3925,1546.5145,1546.4535,18975.0227,18985.0045,18980.0136,12.879,20.908,4.8507,18.12,64.07,108.69,19.45,6.39,118.92,190.80,47.04,14.40
1546.5145,1546.6400,1546.5773,18985.0045,18995.0419,18990.0232,16.539,26.847,6.231,18.07,112.95,191.67,34.23,6.38,193.85,311.08,76.62,14.39
1546.6400,1546.7700,1546.7050,18995.0419,19004.9818,19000.0118,16.969,27.542,6.396,18.05,161.91,274.76,49.07,6.37,188.64,302.74,74.54,14.39
1546.7700,1546.9010,1546.8355,19004.9818,19014.9855,19009.9836,25.946,42.107,9.7854,18.05,199.53,338.50,60.56,6.37,274.80,440.97,108.63,14.39
1546.9010,1547.0320,1546.9665,19014.9855,19024.9891,19019.9873,16.175,26.25,6.1006,18.01,154.57,262.33,46.81,6.35,221.10,354.88,87.32,14.37
1547.0320,1547.1630,1547.0975,19024.9891,19034.9927,19029.9909,11.758,19.084,4.4324,17.93,140.99,239.56,42.43,6.32,220.43,354.00,86.86,14.35
1547.1630,1547.2940,1547.2285,19034.9927,19044.9964,19039.9945,5.9506,9.6587,2.2425,17.87,89.32,151.87,26.77,6.30,150.62,241.98,59.27,14.33
1547.2940,1547.4250,1547.3595,19044.9964,19055.0000,19049.9982,33.809,54.877,12.741,17.85,165.95,282.26,49.65,6.29,231.03,371.21,90.85,14.33
1547.4250,1547.5560,1547.4905,19055.0000,19065.0036,19060.0018,15.079,24.476,5.6818,17.80,128.16,218.10,38.23,6.27,205.14,329.71,80.57,14.31
1547.5560,1547.6860,1547.6210,19065.0036,19074.9668,19069.9852,16.167,26.243,6.0907,17.73,155.39,264.64,46.14,6.25,231.91,372.89,90.93,14.29
1547.6860,1547.8130,1547.7495,19074.9668,19085.0400,19080.0034,23.947,38.875,9.0202,17.67,132.82,226.37,39.27,6.22,272.55,438.40,106.70,14.27
1547.8130,1547.9380,1547.8755,19085.0400,19095.0400,19090.0400,11.91,19.335,4.4852,17.62,113.13,192.95,33.32,6.20,198.44,319.31,77.57,14.26
1547.9380,1548.0630,1548.0005,19095.0400,19105.0400,19100.0400,12.157,19.737,4.5764,17.60,111.69,190.55,32.84,6.20,173.23,278.78,67.68,14.25
1548.0630,1548.1880,1548.1255,19105.0400,19115.0400,19110.0400,17.87,29.015,6.7244,17.63,154.73,263.96,45.51,6.21,253.14,407.34,98.94,14.26
1548.1880,1548.3175,1548.2528,19115.0400,19125.0318,19120.0359,17.262,28.03,6.4926,17.64,103.20,176.06,30.34,6.21,192.91,310.42,75.40,14.27
1548.3175,1548.4515,1548.3845,19125.0318,19135.0209,19130.0264,16.809,27.299,6.3195,17.64,128.93,220.00,37.85,6.21,139.89,225.11,54.67,14.27
1548.4515,1548.5855,1548.5185,19135.0209,19145.0100,19140.0155,11.84,19.23,4.4493,17.63,94.53,161.36,27.70,6.21,142.48,229.32,55.65,14.26
1548.5855,1548.7195,1548.6525,19145.0100,19154.9991,19150.0045,10.366,16.838,3.8941,17.60,106.85,182.48,31.23,6.20,144.68,232.91,56.45,14.25
1548.7195,1548.8495,1548.7845,19154.9991,19164.9639,19159.9815,14.924,24.242,5.6068,17.60,108.68,185.59,31.77,6.20,177.84,286.28,69.40,14.25
1548.8495,1548.9750,1548.9123,19164.9639,19175.0000,19169.9820,6.9384,11.269,2.608,17.63,126.98,216.73,37.23,6.21,172.75,278.02,67.48,14.26
1548.9750,1549.1000,1549.0375,19175.0000,19185.0000,19180.0000,5.6855,9.2329,2.138,17.64,100.72,171.86,29.58,6.21,173.84,279.75,67.93,14.26
1549.1000,1549.2250,1549.1625,19185.0000,19195.0000,19190.0000,7.5646,12.283,2.8458,17.62,117.67,200.78,34.57,6.21,212.69,342.27,83.11,14.26
1549.2250,1549.3495,1549.2873,19195.0000,19204.9877,19199.9939,12.702,20.623,4.7806,17.62,147.12,250.97,43.28,6.21,218.99,352.39,85.59,14.26
1549.3495,1549.4725,1549.4110,19204.9877,19215.0227,19210.0052,15.091,24.499,5.6828,17.64,156.41,266.71,46.12,6.21,191.79,308.57,75.01,14.26
1549.4725,1549.5945,1549.5335,19215.0227,19225.0045,19220.0136,10.032,16.284,3.7788,17.66,125.50,213.92,37.08,6.22,174.09,280.05,68.13,14.27
1549.5945,1549.7165,1549.6555,19225.0045,19234.9864,19229.9955,12.991,21.087,4.8936,17.68,120.18,204.79,35.57,6.23,182.50,293.53,71.47,14.28
1549.7165,1549.8390,1549.7778,19234.9864,19245.0091,19239.9977,14.16,22.984,5.3354,17.69,122.40,208.54,36.27,6.23,236.79,380.82,92.76,14.28
1549.8390,1549.9655,1549.9023,19245.0091,19255.0018,19250.0055,16.701,27.105,6.296,17.68,102.97,175.41,30.53,6.23,201.34,323.81,78.87,14.28
1549.9655,1550.0960,1550.0308,19255.0018,19264.9673,19259.9845,14.267,23.155,5.38,17.67,88.02,149.94,26.10,6.22,203.89,327.91,79.87,14.27
1550.0960,1550.2270,1550.1615,19264.9673,19274.9709,19269.9691,19.433,31.538,7.3277,17.67,146.79,250.05,43.53,6.22,263.06,423.07,103.05,14.27
1550.2270,1550.3580,1550.2925,19274.9709,19284.9745,19279.9727,15.39,24.976,5.804,17.66,126.04,214.72,37.36,6.22,212.48,341.75,83.21,14.27
1550.3580,1550.4855,1550.4218,19284.9745,19294.9200,19289.9473,15.67,25.429,5.911,17.63,119.35,203.36,35.35,6.21,349.46,562.13,136.79,14.26
1550.4855,1550.6085,1550.5470,19294.9200,19304.9682,19299.9441,11.737,19.045,4.4286,17.60,112.40,191.56,33.24,6.20,154.30,248.24,60.36,14.25
1550.6085,1550.7310,1550.6698,19304.9682,19314.9909,19309.9795,13.126,21.299,4.9543,17.56,152.16,259.40,44.93,6.18,205.22,330.23,80.21,14.24
1550.7310,1550.8535,1550.7923,19314.9909,19325.0136,19320.0023,13.967,22.663,5.271,17.50,111.28,189.81,32.74,6.16,203.89,328.20,79.58,14.22
1550.8535,1550.9780,1550.9158,19325.0136,19335.1384,19330.0760,6.4757,10.509,2.4428,17.44,98.07,167.43,28.70,6.14,154.38,248.62,60.14,14.20
1550.9780,1551.1100,1551.0440,19335.1384,19345.0000,19340.0692,10.223,16.59,3.8558,17.40,125.84,214.94,36.75,6.12,184.16,296.64,71.68,14.19
1551.1100,1551.2475,1551.1788,19345.0000,19355.0000,19350.0000,14.582,23.662,5.5016,17.40,144.30,246.43,42.17,6.12,177.71,286.24,69.18,14.19
1551.2475,1551.3850,1551.3163,19355.0000,19365.0000,19360.0000,15.452,25.073,5.8317,17.40,153.95,262.90,45.01,6.12,218.23,351.50,84.96,14.19
1551.3850,1551.5215,1551.4533,19365.0000,19374.9481,19369.9741,15.32,24.856,5.7836,17.38,154.49,263.81,45.17,6.12,229.96,370.41,89.51,14.19
1551.5215,1551.6550,1551.5883,19374.9481,19385.0182,19379.9832,15.564,25.25,5.8781,17.37,121.87,208.10,35.63,6.11,157.13,253.11,61.15,14.18
1551.6550,1551.7860,1551.7205,19385.0182,19395.0218,19390.0200,12.136,19.686,4.5856,17.34,101.22,172.85,29.59,6.10,142.36,229.34,55.38,14.17
1551.7860,1551.9170,1551.8515,19395.0218,19405.0255,19400.0236,11.312,18.349,4.2748,17.30,106.89,182.60,31.18,6.08,135.40,218.18,52.62,14.16
1551.9170,1552.0480,1551.9825,19405.0255,19415.0278,19410.0266,12.675,20.561,4.7887,17.25,106.60,182.23,30.97,6.07,135.92,219.10,52.74,14.15
1552.0480,1552.1805,1552.1143,19415.0278,19425.0009,19420.0144,18.43,29.897,6.9626,17.22,171.37,293.04,49.71,6.06,196.82,317.32,76.32,14.14
1552.1805,1552.3145,1552.2475,19425.0009,19434.9900,19429.9955,NaN,NaN,NaN,17.22,NaN,NaN,NaN,6.06,NaN,#VALUE!,#VALUE!,14.14
1552.3145,1552.4485,1552.3815,19434.9900,19444.9791,19439.9845,NaN,NaN,NaN,17.20,NaN,NaN,NaN,6.05,NaN,#VALUE!,#VALUE!,14.13
1552.4485,1552.5830,1552.5158,19444.9791,19455.0055,19449.9923,NaN,NaN,NaN,17.17,NaN,NaN,NaN,6.03,NaN,#VALUE!,#VALUE!,14.12
1552.5830,1552.7155,1552.6493,19455.0055,19465.0018,19460.0036,NaN,NaN,NaN,17.13,NaN,NaN,NaN,6.02,NaN,#VALUE!,#VALUE!,14.11
1552.7155,1552.8460,1552.7808,19465.0018,19474.9673,19469.9845,18.072,29.316,6.8271,17.09,123.39,211.30,35.49,6.01,143.28,231.20,55.36,14.10
1552.8460,1552.9770,1552.9115,19474.9673,19484.9709,19479.9691,10.097,16.38,3.8141,17.06,116.91,200.28,33.55,5.99,137.78,222.37,53.19,14.09
1552.9770,1553.1080,1553.0425,19484.9709,19494.9745,19489.9727,13.013,21.113,4.9131,17.03,131.36,225.14,37.58,5.98,175.35,283.07,67.63,14.08
1553.1080,1553.2460,1553.1770,19494.9745,19505.0725,19500.0235,10.93,17.735,4.1244,17.03,98.45,168.79,28.12,5.98,175.99,284.13,67.85,14.08
1553.2460,1553.3930,1553.3195,19505.0725,19514.9836,19510.0281,14.226,23.088,5.3649,17.06,127.81,219.13,36.50,5.99,207.25,334.57,79.93,14.09
1553.3930,1553.5420,1553.4675,19514.9836,19525.0073,19519.9955,23.022,37.367,8.6761,17.07,119.23,204.47,33.99,6.00,268.51,433.49,103.53,14.09
1553.5420,1553.6895,1553.6158,19525.0073,19534.9378,19529.9725,13.465,21.858,5.0708,17.05,111.57,191.43,31.72,5.99,219.12,353.82,84.42,14.08
1553.6895,1553.8235,1553.7565,19534.9378,19545.0136,19539.9757,30.691,49.828,11.553,17.05,166.14,285.11,47.17,5.99,367.88,594.06,141.70,14.08
1553.8235,1553.9455,1553.8845,19545.0136,19554.9955,19550.0045,15.396,24.997,5.7945,17.07,136.71,234.59,38.82,6.00,201.09,324.71,77.47,14.09
1553.9455,1554.0675,1554.0065,19554.9955,19564.9773,19559.9864,5.0165,8.1459,1.887,17.09,78.89,135.38,22.40,6.01,131.89,212.95,50.83,14.10
1554.0675,1554.1900,1554.1288,19564.9773,19575.0000,19569.9886,7.2014,11.696,2.7065,17.13,136.33,233.95,38.71,6.02,199.52,322.11,76.93,14.11
1554.1900,1554.3125,1554.2513,19575.0000,19585.0227,19580.0114,6.9999,11.371,2.629,17.17,140.22,240.59,39.85,6.04,231.24,373.24,89.24,14.12
1554.3125,1554.4345,1554.3735,19585.0227,19595.0045,19590.0136,7.4122,12.041,2.7829,17.22,116.71,200.18,33.24,6.06,197.49,318.68,76.30,14.14
1554.4345,1554.5565,1554.4955,19595.0045,19604.9864,19599.9955,6.5493,10.641,2.4578,17.29,83.59,143.29,23.89,6.08,159.76,257.70,61.82,14.16
1554.5565,1554.6785,1554.6175,19604.9864,19614.9682,19609.9773,6.0437,9.8206,2.2669,17.38,87.29,149.54,25.05,6.12,168.28,271.31,65.25,14.19
1554.6785,1554.8010,1554.7398,19614.9682,19624.9909,19619.9795,10.488,17.045,3.9305,17.47,112.00,191.76,32.24,6.15,169.77,273.60,65.94,14.21
1554.8010,1554.9235,1554.8623,19624.9909,19635.0136,19630.0023,19.725,32.066,7.3848,17.55,159.72,273.38,46.07,6.18,285.94,460.67,111.21,14.24
1554.9235,1555.0455,1554.9845,19635.0136,19644.9955,19640.0045,13.412,21.807,5.0177,17.60,111.93,191.52,32.33,6.20,154.44,248.76,60.12,14.25
1555.0455,1555.1675,1555.1065,19644.9955,19654.9773,19649.9864,9.804,15.941,3.6666,17.63,147.55,252.44,42.65,6.21,146.40,235.78,57.02,14.26
1555.1675,1555.2900,1555.2288,19654.9773,19665.0000,19659.9886,7.8308,12.733,2.9289,17.64,129.37,221.32,37.42,6.21,144.97,233.47,56.47,14.26
1555.2900,1555.4110,1555.3505,19665.0000,19674.9759,19669.9880,10.475,17.031,3.9196,17.62,104.83,179.32,30.33,6.21,156.12,251.43,60.81,14.26
1555.4110,1555.5290,1555.4700,19674.9759,19685.0236,19679.9998,5.718,9.2956,2.1405,17.62,100.28,171.51,29.05,6.21,117.42,189.10,45.74,14.26
1555.5290,1555.6460,1555.5875,19685.0236,19695.0218,19690.0227,7.5997,12.353,2.8462,17.64,93.41,159.69,27.12,6.21,162.27,261.28,63.26,14.26
1555.6460,1555.7630,1555.7045,19695.0218,19705.0200,19700.0209,13.164,21.394,4.9332,17.62,99.83,170.67,29.00,6.20,180.36,290.42,70.30,14.26
1555.7630,1555.8800,1555.8215,19705.0200,19715.0182,19710.0191,16.131,26.211,6.0496,17.56,142.02,242.84,41.21,6.18,250.09,402.78,97.40,14.24
1555.8800,1556.0030,1555.9415,19715.0182,19725.0426,19720.0304,29.156,47.372,10.94,17.54,145.37,248.55,42.19,6.18,304.92,491.11,118.73,14.24
1556.0030,1556.1330,1556.0680,19725.0426,19734.9745,19730.0086,17.281,28.076,6.4861,17.56,212.89,363.90,61.88,6.18,156.05,251.31,60.79,14.24
1556.1330,1556.2640,1556.1985,19734.9745,19744.9782,19739.9764,10.76,17.48,4.0409,17.54,126.56,216.31,36.82,6.18,160.02,257.70,62.34,14.24
1556.2640,1556.3950,1556.3295,19744.9782,19754.9818,19749.9800,7.3738,11.976,2.7714,17.50,108.42,185.30,31.53,6.16,166.94,268.88,65.00,14.22
1556.3950,1556.5250,1556.4600,19754.9818,19764.9655,19759.9737,14.427,23.428,5.4254,17.45,137.27,234.69,39.86,6.14,205.23,330.63,79.83,14.21
1556.5250,1556.6535,1556.5893,19764.9655,19775.0009,19769.9832,20.102,32.641,7.5629,17.39,203.21,347.58,58.83,6.12,253.54,408.59,98.49,14.19
1556.6535,1556.7815,1556.7175,19775.0009,19785.0082,19780.0045,15.842,25.721,5.9635,17.35,138.28,236.56,40.00,6.10,259.66,418.52,100.80,14.18
1556.7815,1556.9095,1556.8455,19785.0082,19795.0155,19790.0118,15.904,25.817,5.9904,17.33,169.87,290.56,49.19,6.10,239.09,385.36,92.82,14.17
1556.9095,1557.0385,1556.9740,19795.0155,19805.0609,19800.0382,19.656,31.905,7.406,17.33,175.56,300.26,50.86,6.09,251.18,404.85,97.51,14.17
1557.0385,1557.1705,1557.1045,19805.0609,19814.9827,19810.0218,13.151,21.347,4.9551,17.33,133.43,228.20,38.65,6.09,209.15,337.10,81.20,14.17
1557.1705,1557.3045,1557.2375,19814.9827,19824.9718,19819.9773,19.818,32.169,7.4674,17.33,132.09,225.91,38.27,6.09,217.13,349.97,84.29,14.17
1557.3045,1557.4390,1557.3718,19824.9718,19834.9982,19829.9850,15.266,24.78,5.7522,17.33,96.67,165.34,28.01,6.09,204.24,329.19,79.29,14.17
1557.4390,1557.5730,1557.5060,19834.9982,19844.9979,19839.9981,23.369,37.933,8.8045,17.33,147.19,251.75,42.63,6.09,375.71,605.57,145.85,14.17
1557.5730,1557.7050,1557.6390,19844.9979,19855.0182,19850.0081,16.276,26.42,6.1311,17.33,156.54,267.76,45.32,6.09,260.83,420.42,101.24,14.17
1557.7050,1557.8360,1557.7705,19855.0182,19865.0218,19860.0200,11.927,19.363,4.4919,17.34,87.90,150.35,25.45,6.10,215.14,346.75,83.53,14.17
1557.8360,1557.9670,1557.9015,19865.0218,19875.0255,19870.0236,12.619,20.487,4.7504,17.37,101.86,174.21,29.51,6.11,201.05,324.02,78.08,14.18
1557.9670,1558.0980,1558.0325,19875.0255,19885.0291,19880.0273,12.305,19.98,4.6297,17.41,79.23,135.48,22.98,6.13,168.45,271.42,65.48,14.20
1558.0980,1558.2290,1558.1635,19885.0291,19895.0327,19890.0309,17.271,28.048,6.4933,17.48,120.00,205.12,34.88,6.15,220.98,355.95,86.01,14.22
1558.2290,1558.3600,1558.2945,19895.0327,19905.0364,19900.0345,13.644,22.16,5.1272,17.54,103.67,177.13,30.20,6.17,131.58,211.89,51.27,14.23
1558.3600,1558.4905,1558.4253,19905.0364,19915.0018,19910.0191,24.549,39.874,9.2231,17.59,152.19,259.93,44.46,6.19,233.04,375.17,90.91,14.25
1558.4905,1558.6210,1558.5558,19915.0018,19924.9673,19919.9845,14.371,23.345,5.3969,17.62,131.16,223.99,38.33,6.20,188.10,302.79,73.41,14.26
1558.6210,1558.7460,1558.6835,19924.9673,19934.9379,19929.9526,11.796,19.164,4.4268,17.62,121.91,208.26,35.56,6.20,188.07,302.77,73.37,14.26
1558.7460,1558.8640,1558.8050,19934.9379,19945.0145,19939.9762,13.057,21.217,4.8969,17.62,102.60,175.33,29.87,6.20,218.44,351.69,85.19,14.26
1558.8640,1558.9810,1558.9225,19945.0145,19955.0127,19950.0136,11.936,19.398,4.4733,17.62,89.81,153.52,26.09,6.20,171.12,275.54,66.70,14.26
1558.9810,1559.0980,1559.0395,19955.0127,19965.0109,19960.0118,24.285,39.476,9.0948,17.63,179.48,306.89,52.08,6.21,255.57,411.53,99.61,14.26
1559.0980,1559.2170,1559.1575,19965.0109,19975.1402,19970.0756,12.563,20.426,4.701,17.66,167.80,286.94,48.66,6.22,204.77,329.72,79.82,14.27
1559.2170,1559.3465,1559.2818,19975.1402,19985.0182,19980.0792,11.199,18.209,4.1887,17.72,90.04,153.90,26.18,6.24,156.16,251.37,60.95,14.29
1559.3465,1559.4840,1559.4153,19985.0182,19995.0182,19990.0182,14.312,23.27,5.3533,17.81,123.01,210.04,35.99,6.28,219.28,352.78,85.78,14.32
1559.4840,1559.6210,1559.5525,19995.0182,20004.9818,20000.0000,11.979,19.478,4.4813,17.87,165.40,282.24,48.56,6.30,237.78,382.42,93.14,14.33
1559.6210,1559.7565,1559.6888,20004.9818,20014.8588,20009.9203,11.42,18.568,4.2725,17.88,158.30,270.07,46.53,6.30,193.30,310.86,75.74,14.34
1559.7565,1559.8835,1559.8200,20014.8588,20024.9836,20019.9212,12.086,19.649,4.523,17.87,111.77,190.68,32.87,6.30,201.48,324.01,78.95,14.33
1559.8835,1560.0035,1559.9435,20024.9836,20035.0200,20030.0018,13.151,21.378,4.9241,17.85,150.74,257.18,44.31,6.29,212.75,342.16,83.34,14.33
1560.0035,1560.1230,1560.0633,20035.0200,20045.0145,20040.0173,16.998,27.629,6.3668,17.82,189.82,323.85,55.78,6.28,277.03,445.57,108.49,14.32
1560.1230,1560.2425,1560.1828,20045.0145,20055.0091,20050.0118,10.358,16.835,3.8806,17.81,141.35,241.17,41.53,6.28,237.32,381.72,92.92,14.32
1560.2425,1560.3655,1560.3040,20055.0091,20065.1185,20060.0638,15.928,25.888,5.9689,17.80,118.22,201.69,34.74,6.28,242.84,390.60,95.08,14.31
1560.3655,1560.4940,1560.4298,20065.1185,20074.9964,20070.0574,20.81,33.821,7.7996,17.80,127.96,218.29,37.62,6.28,189.74,305.18,74.30,14.31
1560.4940,1560.6250,1560.5595,20074.9964,20085.0000,20079.9982,16.143,26.234,6.0516,17.80,125.02,213.28,36.77,6.27,234.94,377.88,92.00,14.31
1560.6250,1560.7560,1560.6905,20085.0000,20095.0036,20090.0018,13.092,21.275,4.909,17.78,115.29,196.69,33.90,6.27,198.05,318.57,77.53,14.31
1560.7560,1560.8870,1560.8215,20095.0036,20105.0073,20100.0055,16.66,27.073,6.2471,17.74,111.82,190.84,32.80,6.25,215.54,346.78,84.30,14.30
1560.8870,1561.0180,1560.9525,20105.0073,20115.0109,20110.0091,14.028,22.796,5.259,17.68,106.51,181.93,31.09,6.23,243.83,392.46,95.20,14.28
1561.0180,1561.1490,1561.0835,20115.0109,20125.0145,20120.0127,15.968,25.95,5.9861,17.60,105.92,181.08,30.76,6.20,217.09,349.59,84.59,14.25
1561.1490,1561.2800,1561.2145,20125.0145,20135.0182,20130.0164,26.28,42.707,9.8528,17.50,139.94,239.48,40.41,6.16,338.90,546.04,131.76,14.22
1561.2800,1561.4115,1561.3458,20135.0182,20145.0496,20140.0339,25.602,41.605,9.5995,17.42,124.93,213.95,35.91,6.13,286.08,461.14,111.02,14.20
1561.4115,1561.5465,1561.4790,20145.0496,20155.0182,20150.0339,17.067,27.734,6.3999,17.36,92.75,158.94,26.56,6.11,187.72,302.71,72.73,14.18
1561.5465,1561.6840,1561.6153,20155.0182,20165.0182,20160.0182,19.938,32.4,7.4755,17.29,166.63,285.77,47.49,6.08,347.19,560.10,134.28,14.16
1561.6840,1561.8210,1561.7525,20165.0182,20174.9818,20170.0000,12.945,21.038,4.8515,17.23,160.11,274.84,45.39,6.06,215.70,348.13,83.27,14.14
1561.8210,1561.9585,1561.8898,20174.9818,20184.9818,20179.9818,18.557,30.161,6.9541,17.18,120.38,206.77,34.00,6.04,227.48,367.27,87.69,14.12
1561.9585,1562.0965,1562.0275,20184.9818,20195.0182,20190.0000,11.869,19.29,4.4485,17.14,165.10,283.67,46.53,6.02,164.95,266.38,63.52,14.11
1562.0965,1562.2340,1562.1653,20195.0182,20205.0182,20200.0182,9.143,14.861,3.4249,17.10,116.00,199.43,32.56,6.01,192.58,311.09,74.07,14.10
1562.2340,1562.3710,1562.3025,20205.0182,20214.9818,20210.0000,14.13,22.973,5.2864,17.07,134.60,231.65,37.55,6.00,185.03,299.02,71.04,14.09
1562.3710,1562.5090,1562.4400,20214.9818,20225.0129,20219.9973,13.127,21.345,4.9088,17.08,153.76,264.65,42.87,6.00,174.20,281.52,66.88,14.09
1562.5090,1562.6490,1562.5790,20225.0129,20235.0200,20230.0164,21.298,34.63,7.9665,17.14,140.37,241.41,39.33,6.02,223.74,361.42,86.06,14.11
1562.6490,1562.7900,1562.7195,20235.0200,20245.0182,20240.0191,12.049,19.59,4.5086,17.20,156.73,269.31,44.14,6.05,203.46,328.51,78.41,14.13
1562.7900,1562.9310,1562.8605,20245.0182,20255.0164,20250.0173,13.843,22.504,5.1819,17.27,140.49,241.19,39.79,6.07,177.13,285.87,68.39,14.15
1562.9310,1563.0690,1563.0000,20255.0164,20264.8556,20259.9360,11.989,19.492,4.4869,17.35,90.99,156.10,25.88,6.10,128.28,206.93,49.63,14.18
1563.0690,1563.1975,1563.1333,20264.8556,20274.9773,20269.9165,13.199,21.463,4.9348,17.44,135.50,232.34,38.66,6.14,188.61,304.13,73.09,14.20
1563.1975,1563.3200,1563.2588,20274.9773,20285.0000,20279.9886,15.69,25.52,5.8598,17.52,108.49,185.95,31.03,6.17,162.27,261.56,62.98,14.23
1563.3200,1563.4425,1563.3813,20285.0000,20295.0227,20290.0114,16.604,27.014,6.1938,17.60,74.10,126.97,21.23,6.20,145.76,234.88,56.65,14.25
